CMTE_ID,CAND_NAME,CAND_PTY_AFFILIATION,CMTE_NM,CMTE_PTY_AFFILIATION,NAME,CITY,STATE,ZIP_CODE,TRANSACTION_AMT,TRANSACTION_DT,PURPOSE,CATEGORY_DESC,ENTITY_TP
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,AMERICAN EXPRESS,NEWARK,NJ,071011270,39.72,2015-06-19,REVENUE PROCESSING FEES,,ORG
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,"PHILIPCZYK, BRANDON",NEW YORK,NY,101855256,129.7,2015-06-26,PRINTING,,IND
C00503185,"KHANNA, ROHIT",DEM,RO FOR CONGRESS INC.,DEM,PUBLIC STORAGE,FREMONT,CA,945397461,75,2015-04-16,STORAGE,,ORG
C00012229,"YOUNG, DONALD E",REP,ALASKANS FOR DON YOUNG INC.,REP,"PETTY, CATHERINE",ANCHORAGE,AK,995044366,161.16,2015-02-12,SUPPLIES,,IND
C00529743,,,MAKE YOUR LAWS PAC INC AKA MYL PAC,,FEDEX,,,,2.06,2015-02-12,FEC HEARING PRINTING,Administrative/Salary/Overhead Expenses,
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,"VOLLMER, JUSTIN",NEW YORK,NY,101855256,30,2015-04-30,PHONE,,IND
C00458000,,,PROGRESSIVE CHANGE CAMPAIGN COMMITTEE,,JACQUELINE E. ARASI,EAST SETAUKET,NY,11733,100,2015-01-15,TECHNOLOGY STIPEND,,ORG
C00504522,"HUDSON, RICHARD L. JR.",REP,HUDSON FOR CONGRESS,REP,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,161.75,2015-06-02,FOOD,Administrative/Salary/Overhead Expenses,ORG
C00370007,,,DEMOCRACY FOR AMERICA,,USAIRWAYS,ARLINGTON,VA,22227,412.4,2014-11-22,AIRFARE,,ORG
C00492595,,,PROGRESSIVE KICK INDEPENDENT EXPENDITURES,,NETROOTS NATION,KANSAS CITY,MO,64112,334.12,2015-06-17,CONFERENCE REGISTRATION,,ORG
C00437913,"OLSON, PETER G.",REP,OLSON FOR CONGRESS COMMITTEE,REP,FORT BEND SOUTHWEST STAR,STAFFORD,TX,774773867,380,2015-06-01,ADVERTISING,,ORG
C00489807,,,RESTORE AMERICA'S VOICE PAC,,CAPITAL ONE BANK,HOUSTON,TX,77057,25,2015-04-24,BANK CHARGES,Administrative/Salary/Overhead Expenses,ORG
C00493890,,,PA PROSPERITY FUND PAC,,"KOCH & HOOS, LLC",ALEXANDRIA,VA,22314,1304,2015-03-24,PAC ACCOUNTING CONSULTING,,ORG
C00504019,"ALLEN, RICHARD W",REP,RICK W. ALLEN FOR CONGRESS,REP,CAPITOL STRATEGY GROUP,ATLANTA,GA,303393321,4910,2015-06-10,FUNDRAISING CONSULTING,Administrative/Salary/Overhead Expenses,ORG
C00338954,"CROWLEY, JOSEPH",DEM,CROWLEY FOR CONGRESS,DEM,VERIZON,ALBANY,NY,122125124,216.55,2015-02-07,TELEPHONE,,ORG
C00501254,"LUJAN GRISHAM, MICHELLE",DEM,FRIENDS OF MICHELLE,DEM,AUTHORIZE.NET,SAN FRANCISCO,CA,941288999,17.95,2015-04-03,ONLINE CREDIT CARD PROCESSING FEE,,ORG
C00513531,"VELA, FILEMON MR.",DEM,FILEMON VELA FOR CONGRESS,DEM,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,021385106,3.95,2015-06-21,CREDIT CARD PROCESSING FEES,,ORG
C00409581,"THUNE, JOHN",REP,FRIENDS OF JOHN THUNE,REP,CLICK RAIN,SIOUX FALLS,SD,571046036,3418.99,2015-01-14,IT SUPPORT,,
C00558213,"DINGELL, DEBBIE",DEM,DEBBIE DINGELL FOR CONGRESS,DEM,ACTBLUE TECHNICAL SERVICES,CAMBRIDGE,MA,022382110,0.85,2015-04-26,CREDIT CARD PROCESSING FEES,,ORG
C00075820,,,NRCC,REP,"VOS, JUSTIN",SAN DIEGO,CA,92117,300,2015-02-20,RESEARCH MATERIALS,,IND
C00496513,"CLARK, TARRYL LYNN",DEM,FRIENDS OF TARRYL CLARK 2012,DFL,AUTHORIZE.NET,AMERICAN FORK,UT,84003,17.95,2015-01-05,CREDIT CARD PROCESSING FEE,,ORG
C00000935,,,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,DEM,"FUEHRMEYER, MATTHEW",WASHINGTON,DC,20003,118.21,2015-03-30,TELEPHONES,Administrative/Salary/Overhead Expenses,IND
C00409219,"MATSUI, DORIS",DEM,MATSUI FOR CONGRESS,DEM,"BERTOLINA & BARNATO, INC.",SACRAMENTO,CA,958143940,136.81,2015-03-02,PRINTING EXPENSE,,ORG
C00508598,,,LIBERTY ACTION PAC,,SYNERGY DIRECT MARKETING,BARBERTON,OH,44203,11100.32,2015-01-22,DIRECT MARKETING EXPENSE - PAC RELATED,,ORG
C00521948,"DAVIS, RODNEY L",REP,RODNEY FOR CONGRESS,REP,ARISTOTLE INTERNATIONAL,WASHINGTON,DC,200031164,105,2015-01-01,FAX AND EMAIL SERVICE,Solicitation and Fundraising Expenses,ORG
C00354332,,,MACOMB COUNTY DEMOCRATIC COMMITTEE,DEM,"DIX, BARB",WARREN,MI,48091,150,2015-01-31,BINGO PRIZE,,IND
C00269837,"HASTINGS, ALCEE L",DEM,HASTINGS FOR CONGRESS,DEM,"WESTIN HOTEL, WESTIN HOTEL",CYPRESS CREEK,FL,33334,4900,2015-04-29,"DEPOSIT F/R EVENT JUNE 28,2015",,IND
C00460063,"LONG, BILLY MR.",REP,BILLY LONG FOR CONGRESS,REP,"POLT, AMANDA",SAINT PETERS,MO,633047519,750,2015-03-25,FEBRUARY SALARY,,IND
C00005561,,,DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA,DEM,MARTIN COUNTY SUPERVISOR OF ELECTIONS,STUART,FL,349943043,25,2015-06-29,VOTER FILE,,ORG
C00321943,,,DEMOCRATIC PARTY OF ORANGE COUNTY FED PAC,DEM,"PLUMBERS AND PIPE FITTERS, LOCAL 582",ORANGE,CA,92868,882,2015-06-11,JUNE 2015 LEASE,Administrative/Salary/Overhead Expenses,ORG
C00387811,,,AMERICA FIRST PARTY OF MISSISSIPPI,UNK,PLANTERS BANK AND TRUST COMPANY,GREENWOOD,MS,38935,7.27,2015-04-01,BANK FEES,,ORG
C00437756,"SCHOCK, AARON JON MR.",REP,SCHOCK FOR CONGRESS,REP,"SCHERTLER AND ONORATO, LLP",WASHINGTON,DC,200041611,20000,2015-06-22,LEGAL FEES,,ORG
C00343236,"CULBERSON, JOHN",REP,CULBERSON FOR CONGRESS,REP,WILLIE G'S SEAFOOD,HOUSTON,TX,770562902,868.64,2015-03-06,"EVENT LOCATION, FOOD & BEV",Campaign Event Expenses,ORG
C00344473,"STABENOW, DEBBIE",DEM,STABENOW FOR US SENATE,DEM,FIRST FINANCIAL BANK,CINCINNATI,OH,452091967,13.76,2015-03-31,POSTAGE,,
C00033134,,,COLORADO REPUBLICAN COMMITTEE,REP,"LINDERMANN, IAN",GREENWOOD VILLAGE,CO,80111,1868.3,2015-05-14,PAYROLL,,IND
C00571737,"SITTENFELD, P G",DEM,SITTENFELD FOR SENATE,DEM,"BUTLAND, DALE",COLUMBUS,OH,432215931,449.16,2015-05-13,MILEAGE,,IND
C00167130,,,PENNSYLVANIA DEMOCRATIC PARTY,DEM,BANK OF AMERICA,WILMINGTON,DE,198865796,373.54,2015-02-27,CREDIT CARD PAYMENT - SEE MEMO,,ORG
C00075820,,,NRCC,REP,THE SWEET LOBBY,WASHINGTON,DC,20003,35.2,2015-04-02,FOOD/BEVERAGE,,ORG
C00042366,,,DSCC,DEM,"KALICKI, BRYAN J",WASHINGTON,DC,20002,1728.68,2015-05-15,SALARY,,IND
C00577130,"SANDERS, BERNARD",DEM,BERNIE 2016,,US AIRWAY,PHOENIX,AZ,850010433,213.1,2015-06-04,TRAVEL,,ORG
C00491357,"DAINES, STEVEN",REP,STEVE DAINES FOR MONTANA,REP,VALLEY BANK,HELENA,MT,596045269,1018.54,2015-03-09,CREDIT CARD FEES,,
C00309567,,,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM,"LAROUCHE POLICY INSTITUTE, LLC F/K/A LAROUCHE YOUTH, LLC",LEESBURG,VA,20175,0.03,2014-12-31,GRASSROOTS POLITICAL ORGANIZING SERVICES (SEE AMERICAN EXPRESS),,ORG
C00424226,,,ALLEGHENY COUNTY DEMOCRATIC COMMITTEE - FEDERAL,DEM,"PNC BANK, N.A.",PITTSBURGH,PA,15219,20,2015-03-02,SERVICE CHARGE,,ORG
C00553859,"BABIN, BRIAN",REP,DR BRIAN BABIN FOR CONGRESS,REP,"ACCURATE WORD, LLC",WHITE PLAINS,MD,20695,809,2015-02-06,STATIONARY,,ORG
C00470948,"LABRADOR, RAUL R. HON.",REP,RAUL LABRADOR FOR IDAHO,REP,PAYETTE FINANCIAL SERVICES,BOISE,ID,837067535,265,2015-04-01,CAMPAIGN OFFICE RENT,Administrative/Salary/Overhead Expenses,ORG
C00413914,"GILLIBRAND, KIRSTEN ELIZABETH",DEM,GILLIBRAND FOR SENATE,DEM,"FASSLER, JESS",HYATTSVILLE,MD,20782,103.87,2015-03-31,SALARY,Administrative/Salary/Overhead Expenses,IND
C00012914,,,AMERICAN LAND TITLE ASSOCIATION TITLE INDUSTRY PAC (TIPAC),,BANK OF AMERICA,TAMPA,FL,33622,381.87,2015-04-15,BANK FEE,Administrative/Salary/Overhead Expenses,ORG
C00575449,"PAUL, RAND",REP,"RAND PAUL FOR PRESIDENT, INC.",REP,TRANSAXT,GRAND RAPIDS,MI,495032628,740.96,2015-06-25,CC TRANSACTION FEES,,ORG
C00462432,"WARD, JIM",REP,JIM WARD FOR CONGRESS,REP,EXTRA SPACE STORAGE,PHOENIX,AZ,85032,220.34,2015-05-28,STORAGE UNIT,,ORG
C00193433,,,EMILY'S LIST,,AMERICAN EXPRESS,FT LAUDERDALE,FL,333360001,14.94,2015-05-21,EVENT SUPPLIES,,ORG
C00540302,"SCOTT, TIMOTHY E",REP,TIM SCOTT FOR SENATE,REP,CLYDE'S,WASHINGTON,DC,200013715,66.94,2015-01-22,MEALS,Administrative/Salary/Overhead Expenses,
C00539890,"FEINSTEIN, DIANNE",DEM,FEINSTEIN FOR SENATE 2018,DEM,CAPITOL COMPLIANCE ASSOCIATES,WASHINGTON,DC,200032140,65.14,2015-06-22,REIMBURSE COURIER SERVICES,,
C00330886,"CRAPO, MICHAEL D",REP,MIKE CRAPO FOR US SENATE,REP,STATE OF IDAHO DEPARTMENT OF LABOR - BOISE,BOISE,ID,837350001,137,2015-05-29,TAXES,,
C00463836,"PEARCE, STEVAN E.",REP,PEOPLE FOR PEARCE,REP,UNITED AIRLINES,CHICAGO,IL,606660140,944.4,2015-03-30,AIRFARE,Travel Expenses,ORG
C00556365,"KATKO, JOHN M",REP,KATKO FOR CONGRESS,REP,"ACLS DIRECT, LLC",LIVERPOOL,NY,130885342,3855.1,2015-06-03,PRINTING/POSTAGE,,ORG
C00573121,"LARCHUK, STEVEN B",DEM,LARCHUK FOR A BETTER CONGRESS INC,DEM,ALLEGHENY COMMERCIAL PRINTING,PITTSBURGH,PA,152224303,1369.6,2015-06-11,"CAMPAIGN MATERIALS/MAILINGS 6 X11 CONVERT 2 LIST, MERGE/PURGE, NCOA, CASS CERTIFY, INK-JET ADDRESS",Campaign Materials,ORG
C00441014,"WITTMAN, ROBERT J MR.",REP,ROB WITTMAN FOR CONGRESS,REP,CAPITOL TECH SOLUTIONS,SACRAMENTO,CA,95814,316.4,2015-03-31,CREDIT CARD PROCESSING FEE,Administrative/Salary/Overhead Expenses,ORG
C00434563,"HEINRICH, MARTIN TREVOR",DEM,MARTIN HEINRICH FOR SENATE,DEM,THE PAYROLL COMPANY,ALBUQUERQUE,NM,871113831,44.89,2015-06-30,PAYROLL PROCESSING FEE,,
C00167130,,,PENNSYLVANIA DEMOCRATIC PARTY,DEM,WRAP-NGO FLORISTS LLC,GOLDSBORRO,PA,17319,36.57,2015-05-04,FLORAL ARRANGEMENT,,ORG
C00354332,,,MACOMB COUNTY DEMOCRATIC COMMITTEE,DEM,MDP (NFA),LANSING,MI,48933,827,2015-02-06,RENT,,ORG
C00309567,,,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM,COSTCO,ISSAQUAH,WA,98027,0.1,2015-04-04,OFFICE SUPPLIES (SEE AMERICAN EXPRESS),,ORG
C00010603,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,DEM,"UNITED ENVELOPE, LLC",CLEVELAND,OH,44193,2571.03,2015-01-28,DIRECT MAIL,,ORG
C00224691,"ROHRABACHER, DANA",REP,ROHRABACHER FOR CONGRESS,REP,"ROHRABACHER, RHONDA",COSTA MESA,CA,92627,2180.22,2015-04-15,SALARY,Administrative/Salary/Overhead Expenses,IND
C00555813,"RICE, KATHLEEN",DEM,KATHLEEN RICE FOR CONGRESS,DEM,NYC TAXI & LIMOSINE COMMISSION,NEW YORK,NY,100061745,63.55,2015-05-20,TRAVEL,,ORG
C00572859,"DRISKELL, GRETCHEN",DEM,GRETCHEN DRISKELL FOR CONGRESS,DEM,ACTBLUE,SOMERVILLE,MA,021443132,43.29,2015-04-12,CREDIT CARD PROCESSING FEE,,ORG
C00473132,"MCKINLEY, DAVID B. MR.",REP,MCKINLEY FOR CONGRESS,REP,THE THEODORE COMPANY LLC,ALEXANDRIA,VA,22320,2534.64,2015-06-22,SEE MEMO ENTRIES,,ORG
C00213611,"SLAUGHTER, LOUISE M",DEM,LOUISE SLAUGHTER RE-ELECTION COMMITTEE,DEM,"CHRIS HARRIS & ASSOCIATES, LLC",ROCHESTER,NY,146071287,2500,2015-04-24,EVENT PLANNING FEE,,ORG
C00574418,,,DRAFT BIDEN 2016,,STAPLES,CHICAGO,IL,606021903,3.81,2015-05-19,OFFICE SUPPLIES,,ORG
C00545467,"HURD, WILLIAM",REP,HURD FOR CONGRESS,REP,RENAISSANCE,DALLAS,TX,75207,10,2015-06-24,CREDIT CARD PAYMENT 6/24: PARKING SERVICES,,ORG
C00413914,"GILLIBRAND, KIRSTEN ELIZABETH",DEM,GILLIBRAND FOR SENATE,DEM,UPS,CARROLLTON,TX,75006,16.22,2015-03-23,POSTAGE,Administrative/Salary/Overhead Expenses,
C00440032,,,PROMOTING OUR REPUBLICAN TEAM PAC,,DELTA AIRLINES,ATLANTA,GA,303206001,229.1,2015-01-07,AIRFARE,Administrative/Salary/Overhead Expenses,ORG
C00326801,"BALDWIN, TAMMY",DEM,TAMMY BALDWIN FOR SENATE,DEM,TIGEREYE DESIGN,GREENVILLE,OH,453318391,120.85,2015-01-06,ONLINE STORE INVENTORY/MANAGEMENT,,
C00540443,,,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,,AMAZON MARKETPLACE,SEATTLE,WA,981081300,28.84,2015-06-21,OFFICE SUPPLIES,,ORG
C00576314,,,CULLERTON FOR CONGRESS,DEM,"MURPHY, KELLY MARIE",CHICAGO,IL,606186361,1349.94,2015-06-22,SALARY,,IND
C00567685,,,USA FIRST PAC,,NATIONBUILDER,LOS ANGELES,CA,90071,176,2015-02-19,WEB SERVICE,,ORG
C00557652,"TORRES, NORMA",DEM,NORMA TORRES FOR CONGRESS,DEM,LEGAL SEA FOODS,WASHINGTON,DC,20001,310.74,2015-03-31,1/5/15 MEETING,Administrative/Salary/Overhead Expenses,ORG
C00577353,"BARRAGAN, NANETTE",DEM,BARRAGAN FOR CONGRESS,DEM,"BARRAG?N, NANETTE",SAN PEDRO,CA,907315324,19.56,2015-05-20,AUTO TRAVEL,,CAN
C00572628,,,NEW CUBA PAC,,CYBERSOURCE,AMERICAN FORK,UT,840039707,145.5,2015-05-07,CREDIT CARD PROCESSING FEES,,ORG
C00012229,"YOUNG, DONALD E",REP,ALASKANS FOR DON YOUNG INC.,REP,ROBERT BOHNERT,WASILLA,AK,99623,1000,2015-06-15,ACCOUNTING SERVICES,,ORG
C00270934,,,STARK COUNTY REPUBLICAN PARTY,REP,KEY BANK,CANTON,OH,44702,865.05,2015-05-19,MISC CREDIT CARD,Administrative/Salary/Overhead Expenses,ORG
C00277541,,,FAIRFAX COUNTY DEMOCRATIC COMMITTEE,DEM,"SAMANIEGO, NELLY OLIMPIA",FALLS CHURCH,VA,220411202,150,2015-05-15,COMMUNITY CELEBRATION DJ,Campaign Event Expenses,IND
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,"BIAGGI, ALESSANDRA",NEW YORK,NY,101855256,1583.18,2015-06-15,PAYROLL,Administrative/Salary/Overhead Expenses,IND
C00543231,"WALKER, BRADLEY MARK",REP,WALKER 4 NC,REP,GREENSBORO BASEBALL,GREENSBORO,NC,27401,69,2015-05-28,EVENT TICKETS,,ORG
C00200584,"UPTON, FREDERICK STEPHEN",REP,UPTON FOR ALL OF US,REP,INTERNAL REVENUE,CINCINNATI,OH,459990001,84,2015-04-14,PAYROLL TAXES,,ORG
C00000935,,,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,DEM,DCA REAGAN,ARLINGTON,VA,22202,50,2015-02-18,TRAVEL,Travel Expenses,ORG
C00350785,"KIRK, MARK STEVEN",REP,KIRK FOR SENATE,REP,"KIRK, JUDITH",EVANSTON,IL,602021808,1155,2015-06-30,SALARY,,IND
C00385773,"WASSERMAN SCHULTZ, DEBBIE",DEM,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,DEM,CARD SERVICE INTERNATIONAL INC.,HOUSTON,TX,770603520,0.08,2015-02-23,CREDIT CARD PROCESSING FEE,,ORG
C00507368,"BEATTY, JOYCE",DEM,BEATTY FOR CONGRESS,DEM,SHERATON SOCIETY HILL HOTEL,PHILADELPHIA,PA,191063939,1150,2015-01-26,LODGINGS AT HOUSE DEMOCRATS RETREAT,Travel Expenses,ORG
C00562264,,,REGENERON PHARMACEUTICALS INC PAC (REGENERON PAC),,"JP MORGAN CHASE BANK, NA",SHELTON,CT,06484,438,2015-03-16,BANK FEES,Administrative/Salary/Overhead Expenses,ORG
C00238444,"COSTELLO, JERRY F",DEM,COSTELLO FOR CONGRESS COMMITTEE,DEM,ILLINOIS DEPT. OF REVENUE,SPRINGFIELD,IL,627949447,75,2015-01-15,STATE W/H,,ORG
C00238865,"DELARUO, ROSA L",DEM,FRIENDS OF ROSA DELAURO,DEM,VIRGINIA DEPARTMENT OF TAXATION,RICHMOND,VA,232181115,130,2015-05-15,PAYROLL TAXES,,ORG
C00156612,"LEVIN, SANDER M MR",DEM,LEVIN FOR CONGRESS,DEM,STATE OF MICHIGAN - DEPARTMENT OF TREASURY,DETROIT,MI,482770001,141.66,2015-05-20,PAYROLL TAXES,,ORG
C00476564,"CICILLINE, DAVID N",DEM,CICILLINE COMMITTEE,DEM,HOSTWAY.COM,CHICAGO,IL,606061564,36.95,2015-06-08,WEB EXPENSE,,ORG
C00443705,"SPEIER, JACKIE",DEM,JACKIE SPEIER FOR CONGRESS,DEM,BOSTON PRIVATE BANK & TRUST COMPANY VISA - KJS,BOSTON,MA,02109,1360.88,2015-02-12,CREDIT CARD PAYMENT,Administrative/Salary/Overhead Expenses,ORG
C00386755,"PRICE, THOMAS EDMUNDS",REP,PRICE FOR CONGRESS,REP,BANK OF NORTH GEORGIA,ALPHARETTA,GA,300092132,9,2015-02-24,BANK FEES,Administrative/Salary/Overhead Expenses,ORG
C00432260,,,CLUB FOR GROWTH PAC,,AMERICAN EXPRESS,PHOENIX,AZ,85072,584,2015-06-05,CREDIT CARD PROCESSING FEES,,ORG
C00366948,"LYNCH, STEPHEN",DEM,STEPHEN LYNCH FOR CONGRESS,DEM,ALAMO RENT A CAR,WASHINGTON,DC,200024214,418.13,2015-03-23,TRAVEL EXPENSE,,ORG
C00502393,"BRIDENSTINE, JAMES FREDERICK",REP,FRIENDS OF JIM BRIDENSTINE INC.,REP,CAPITOL HILL CLUB,WASHINGTON,DC,20003,171.8,2015-05-18,CAMPAIGN LUNCH,Administrative/Salary/Overhead Expenses,ORG
C00024372,,,DEMOCRATIC PARTY OF ARKANSAS,DEM,MILLENNIUM PAYROLL SOLUTIONS,LITTLE ROCK,AR,72205,37.35,2015-04-01,PAYROLL PROCESSING FEE,,ORG
C00010603,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,DEM,"GLOVER, SAMUEL",WILLIAMSBURG,VA,23185,300,2015-05-19,TRAVEL,,IND
C00473827,"LEE, MIKE",REP,FRIENDS OF MIKE LEE INC,REP,SPEAK BY DESIGN,WEST POINT,UT,84015,353.13,2015-01-27,EVENT COLLATERAL MATERIALS,,
C00224717,,,PHILIP A. HART DEMOCRATIC CLUB,DEM,"SOBICCFI, KENNETH",WATERFORD,MI,48328,500,2015-02-13,BINGO PRIZE,,IND
C00573519,"CARSON, BENJAMIN S SR MD",REP,CARSON AMERICA,REP,STAPLES INC,ALEXANDRIA,VA,22314,37.41,2015-03-25,OFFICE SUPPLIES,,ORG
C00223073,"MCDERMOTT, JAMES",DEM,FRIENDS FOR JIM MCDERMOTT,DEM,DAYNA LURIE,SEATTLE,WA,981095545,1664.93,2015-02-13,WAGES,,ORG
C00156612,"LEVIN, SANDER M MR",DEM,LEVIN FOR CONGRESS,DEM,PREMIER BUSINESS PRODUCTS,TROY,MI,480844604,956.07,2015-05-01,OFFICE EQUIPMENT RENTAL,,ORG
C00042366,,,DSCC,DEM,"WEINER, ALISSA",WASHINGTON,DC,20002,165.9,2015-05-18,TRAVEL EXPENSES,,IND
C00027466,,,NRSC,REP,"WILBUR, IRIS",WASHINGTON,DC,20002,795.21,2015-04-14,TRAVEL/FOOD/BEVERAGE,,IND
C00040857,,,OAKLAND COUNTY DEMOCRATIC PARTY,DEM,MICHIGAN DEMOCRATIC PARTY,LANSING,MI,489332384,181,2015-01-05,PROGRESSIVE JACKPOT WINNER,,ORG
C00255695,,,"LIBERTARIAN NATIONAL COMMITTEE, INC.",LIB,"HANSEN, CASEY T.",WASHINGTON,DC,200100000,1126.64,2015-01-14,EMPLOYEE NET PAY,Administrative/Salary/Overhead Expenses,IND
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,SOUTHWEST AIRLINES,DALLAS,TX,752351908,178.01,2015-04-29,TRAVEL,,ORG
C00257642,"MURRAY, PATTY",DEM,PEOPLE FOR PATTY MURRAY,,US AIRWAYS,ARLINGTON,VA,222270001,190.1,2015-02-12,AIR TRAVEL,,
C00193433,,,EMILY'S LIST,,GSI - GORDON & SCHWENKMEYER,EL SEGUNDO,CA,90245,3780.2,2015-03-26,PHONE BANKS,,ORG
C00040857,,,OAKLAND COUNTY DEMOCRATIC PARTY,DEM,ADVANCE NOVELTY COMPANY,LIVONIA,MI,481523661,2890.56,2015-05-27,BINGO  SUPPLIES,,ORG
C00545921,"MCFADDEN, MICHAEL",REP,MCFADDEN FOR SENATE,REP,FAMOUS DAVE'S,WAITE PARK,MN,56387,558.16,2015-01-15,EVENT CATERING,,
C00350785,"KIRK, MARK STEVEN",REP,KIRK FOR SENATE,REP,GABRIEL GROUP,EARTH CITY,MO,630451518,4512.67,2015-04-23,PRINTING,,
C00540302,"SCOTT, TIMOTHY E",REP,TIM SCOTT FOR SENATE,REP,"WATSON, DESIREE",CHAPIN,SC,290367325,2000,2015-06-02,COMMUNICATIONS;STAFF ASSISTANT,Administrative/Salary/Overhead Expenses,IND
C00469163,"DEUTCH, THEODORE ELIOT",DEM,TED DEUTCH FOR CONGRESS COMMITTEE,DEM,PAYCHEX,OWINGS MILLS,MD,21117,119.87,2015-06-30,PAYROLL PROCESSING FEE,,ORG
C00121582,,,CALIFORNIA FRESH FRUIT ASSOCIATION POLITICAL ACTION COMMITTEE,,"CHURCHWELL WHITE, LLC",SACRAMENTO,CA,95814,325,2015-02-11,TREASURER SERVICES,Administrative/Salary/Overhead Expenses,ORG
C00010603,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,DEM,"KANE, MICHAEL",WASHINGTON,DC,20010,1276.21,2015-01-30,SALARIES,,IND
C00193433,,,EMILY'S LIST,,AVALANCHE SERVICES,KEARNEYSVILLE,WV,25430,1906.25,2015-05-14,PRINTING,,ORG
C00330894,"RYAN, PAUL D.",REP,"RYAN FOR CONGRESS, INC.",REP,ASURION WIRELESS INS,NASHVILLE,TN,372113663,199,2015-05-27,CELL PHONE INSURANCE,Administrative/Salary/Overhead Expenses,ORG
C00497131,,,"CORY PAC, INC.",,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,021443132,197.5,2015-03-31,MERCHANT FEES,,ORG
C00467522,"HULTGREN, RANDY",REP,RANDY HULTGREN FOR CONGRESS,REP,PROFESSIONAL DATA SERVICES,ATHENS,GA,306066191,1502.4,2015-04-06,COMPLIANCE CONSULTING,,ORG
C00406553,,,PROGRESSIVE VOTERS OF AMERICA,,SOUTHWEST AIR,DALLAS,TX,752351908,30,2015-03-25,TRAVEL,Travel Expenses,ORG
C00027466,,,NRSC,REP,MILLER'S OFFICE SUPPLIES,NEWINGTON,VA,22122,1219.69,2015-03-03,OFFICE SUPPLIES,,
C00373464,"RYAN, TIMOTHY J.",DEM,TIM RYAN FOR CONGRESS,DEM,UBER,SAN FRANCISCO,CA,94105,15,2015-04-03,TAXI,,ORG
C00367862,"ROGERS, MICHAEL",REP,MIKE ROGERS FOR CONGRESS,REP,MONDAY'S PEST CONTROL,ANNISTON,AL,36202,275,2015-01-15,PEST CONTROL,,ORG
C00309567,,,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM,"LAROUCHE POLICY INSTITUTE, LLC F/K/A LAROUCHE YOUTH, LLC",LEESBURG,VA,20175,100,2015-03-24,GRASSROOTS POLITICAL ORGANIZING SERVICES,,ORG
C00000935,,,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,DEM,TLF BLOOMERS,SAN FRANCISCO,CA,94115,122.34,2015-02-11,GENERIC CMTE. SUPPLIES,,ORG
C00331439,"UDALL, MARK E",DEM,UDALL FOR COLORADO,DEM,CITY NATIONAL BANK,LOS ANGELES,CA,900672901,27.99,2015-04-09,BANK SERVICE CHARGE,,
C00003418,,,REPUBLICAN NATIONAL COMMITTEE,REP,"BOCK, CAROLINE E",WASHINGTON,DC,20003,53.43,2015-06-17,TRAVEL EXPENSES,,IND
C00341396,,,MOVEON.ORG POLITICAL ACTION,,VERIZON WIRELESS,BASKING RIDGE,NJ,07920,99.07,2015-02-09,CELL PHONE,,ORG
C00468579,"WALORSKI SWIHART, JACKIE",REP,WALORSKI FOR CONGRESS INC,REP,TORTILLA COAST,WASHINGTON,DC,20003,132.17,2015-03-31,FOOD & BEVERAGES,,ORG
C00010603,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,DEM,DONOR SERVICES CORP,LOS ANGELES,CA,90028,7662.6,2015-02-13,TELEMARKETING,,ORG
C00236513,"ENGEL, ELIOT L. REP.",DEM,ENGEL FOR CONGRESS,DEM,"COPLAND, LORI",BRONX,NY,104632464,840,2015-02-11,COMPUTER WORK,,IND
C00395467,"FORTENBERRY, JEFFREY L. HONORABLE",REP,JEFF FORTENBERRY FOR UNITED STATES CONGRESS,REP,VANCO SERVICES,MINNETONKA,MN,55343,1.14,2015-03-16,CREDIT CARD SERVICE FEE,Administrative/Salary/Overhead Expenses,ORG
C00250720,"JOHNSON, SAM MR.",REP,FRIENDS OF SAM JOHNSON,REP,APPTIX INC.,PALATINE,IL,600557826,94.3,2015-04-07,EMAIL SERVICE,Campaign Materials,ORG
